PC_Timestamp_ms,PC_DateTime,Arduino_millis,Signal_Value,Package_Num,HR
1764708980736,2025-12-02 15:56:20.736,15766,245,6,0
1764708980745,2025-12-02 15:56:20.745,15785,278,6,0
1764708980754,2025-12-02 15:56:20.754,15806,346,6,0
1764708980784,2025-12-02 15:56:20.784,15825,431,6,0
1764708980797,2025-12-02 15:56:20.797,15846,503,6,0
1764708980833,2025-12-02 15:56:20.833,15865,556,6,0
1764708980843,2025-12-02 15:56:20.843,15886,563,6,0
1764708980850,2025-12-02 15:56:20.850,15905,540,6,0
1764708980889,2025-12-02 15:56:20.889,15926,499,6,0
1764708980898,2025-12-02 15:56:20.898,15946,455,6,0
1764708980936,2025-12-02 15:56:20.936,15966,412,6,0
1764708980947,2025-12-02 15:56:20.947,15986,378,6,0
1764708980953,2025-12-02 15:56:20.953,16006,351,6,0
1764708980990,2025-12-02 15:56:20.990,16026,332,6,0
1764708980999,2025-12-02 15:56:20.999,16046,333,6,0
1764708981035,2025-12-02 15:56:21.035,16066,334,6,0
1764708981048,2025-12-02 15:56:21.048,16086,348,6,0
1764708981056,2025-12-02 15:56:21.056,16106,369,6,0
1764708981096,2025-12-02 15:56:21.096,16125,398,7,0
1764708981104,2025-12-02 15:56:21.104,16146,430,7,0
1764708981115,2025-12-02 15:56:21.115,16165,500,7,0
1764708981146,2025-12-02 15:56:21.146,16186,642,7,0
1764708981155,2025-12-02 15:56:21.155,16206,821,7,86
1764708981197,2025-12-02 15:56:21.197,16226,993,7,0
1764708981210,2025-12-02 15:56:21.210,16246,994,7,0
1764708981219,2025-12-02 15:56:21.219,16266,996,7,0
1764708981251,2025-12-02 15:56:21.251,16286,945,7,0
1764708981262,2025-12-02 15:56:21.262,16307,746,7,0
1764708981295,2025-12-02 15:56:21.295,16326,561,7,0
1764708981305,2025-12-02 15:56:21.305,16347,398,7,0
1764708981326,2025-12-02 15:56:21.326,16367,290,7,0
1764708981355,2025-12-02 15:56:21.355,16388,240,7,0
1764708981367,2025-12-02 15:56:21.367,16407,239,7,0
1764708981372,2025-12-02 15:56:21.372,16428,280,7,0
1764708981406,2025-12-02 15:56:21.406,16447,341,7,0
1764708981413,2025-12-02 15:56:21.413,16467,413,7,0
1764708981456,2025-12-02 15:56:21.456,16487,474,7,0
1764708981464,2025-12-02 15:56:21.464,16507,509,7,0
1764708981475,2025-12-02 15:56:21.475,16527,513,7,0
1764708981512,2025-12-02 15:56:21.512,16547,497,7,0
1764708981520,2025-12-02 15:56:21.520,16567,464,7,0
1764708981534,2025-12-02 15:56:21.534,16587,429,7,0
