frame,time,ROI,BVP,BPM
9,450.0,right malar,-0.23535106440598338,190.4296875
9,450.0,left lower cheek,-0.8578341516013864,64.453125
9,450.0,right lower cheek,0.4931641575874508,64.453125
9,450.0,chin,-0.14989705538708775,124.51171875
9,450.0,left marionette fold,-1.0087848496236151,52.734375
9,450.0,right marionette fold,-0.40863923242121303,180.17578125
10,500.0,lower medial forehead,0.07187947203186636,136.23046875
10,500.0,left lower lateral forehead,1.0386914914439629,58.59375
10,500.0,right lower lateral forehead,-1.064115914650361,57.12890625
10,500.0,glabella,0.4559983973530904,55.6640625
10,500.0,upper nasal dorsum,-0.7191156997113228,92.28515625
10,500.0,lower nasal dorsum,-0.7310052397025176,55.6640625
10,500.0,soft triangle,-1.7168846737304548,61.5234375
10,500.0,left ala,-0.40186565093283383,57.12890625
10,500.0,right ala,-0.32080231668297976,193.359375
10,500.0,nasal tip,-2.089538683983937,62.98828125
10,500.0,left lower nasal sidewall,-2.504846303153602,175.78125
10,500.0,right lower nasal sidewall,0.07561201965148245,82.03125
10,500.0,left mid nasal sidewall,-0.22289972030413016,74.70703125
10,500.0,right mid nasal sidewall,1.8826124797714447,109.86328125
10,500.0,philtrum,-2.8458881586912423,125.9765625
10,500.0,left upper lip,-0.6059526075364683,68.84765625
10,500.0,right upper lip,0.7297144748106846,158.203125
10,500.0,left nasolabial fold,-1.3029791957952344,142.08984375
10,500.0,right nasolabial fold,-1.3675217240555064,76.171875
10,500.0,left temporal,1.6517483878315868,52.734375
10,500.0,right temporal,-0.3908621991898599,108.3984375
10,500.0,left malar,-2.0772308303138365,39.55078125
10,500.0,right malar,-0.29647740639295267,190.4296875
10,500.0,left lower cheek,-0.4268745765026245,64.453125
10,500.0,right lower cheek,0.35359108699293185,64.453125
10,500.0,chin,0.10843566222586354,124.51171875
10,500.0,left marionette fold,-1.0298633317874983,52.734375
10,500.0,right marionette fold,-0.5173362899351398,180.17578125
11,550.0,lower medial forehead,0.14774013124953378,136.23046875
11,550.0,left lower lateral forehead,0.7077404281032875,58.59375
11,550.0,right lower lateral forehead,-0.9968005421349174,57.12890625
11,550.0,glabella,0.35376960744129665,55.6640625
11,550.0,upper nasal dorsum,-0.7943988748571724,92.28515625
11,550.0,lower nasal dorsum,-0.6899283533770642,55.6640625
11,550.0,soft triangle,-1.9926522604957597,61.5234375
11,550.0,left ala,-0.3171015197020037,57.12890625
11,550.0,right ala,0.17797350231172143,193.359375
11,550.0,nasal tip,-2.159771200359848,62.98828125
11,550.0,left lower nasal sidewall,-2.780148349652673,175.78125
11,550.0,right lower nasal sidewall,-0.06557309468614751,82.03125
11,550.0,left mid nasal sidewall,-0.34467126323169256,74.70703125
11,550.0,right mid nasal sidewall,1.0807420454138779,109.86328125
11,550.0,philtrum,-2.5798237221661715,125.9765625
11,550.0,left upper lip,-0.35718176344528096,68.84765625
11,550.0,right upper lip,0.9374348865383481,158.203125
11,550.0,left nasolabial fold,-1.3575301359648317,142.08984375
11,550.0,right nasolabial fold,-1.241353201385426,76.171875
11,550.0,left temporal,1.9533880869477875,52.734375
11,550.0,right temporal,-0.25814974625348946,108.3984375
11,550.0,left malar,-1.637362090731634,39.55078125
11,550.0,right malar,-0.32493713106392913,190.4296875
11,550.0,left lower cheek,-0.0555066415289743,64.453125
11,550.0,right lower cheek,0.16146428600308954,64.453125
11,550.0,chin,0.4007801462342909,124.51171875
11,550.0,left marionette fold,-1.0067791461222142,52.734375
11,550.0,right marionette fold,-0.5429731927916038,180.17578125
12,600.0,lower medial forehead,0.27072883037724765,136.23046875
12,600.0,left lower lateral forehead,0.47746851809221075,58.59375
12,600.0,right lower lateral forehead,-0.928466173918378,57.12890625
12,600.0,glabella,0.3219907961555265,55.6640625
12,600.0,upper nasal dorsum,-0.7838438422600628,92.28515625
12,600.0,lower nasal dorsum,-0.6682451308796747,55.6640625
12,600.0,soft triangle,-2.201326198585923,61.5234375
12,600.0,left ala,-0.226004931657557,57.12890625
12,600.0,right ala,0.566265201644153,193.359375
12,600.0,nasal tip,-2.128879522187062,62.98828125
12,600.0,left lower nasal sidewall,-2.8921656697762015,175.78125
12,600.0,right lower nasal sidewall,-0.31344963092445,82.03125
12,600.0,left mid nasal sidewall,-0.5169783024458883,74.70703125
12,600.0,right mid nasal sidewall,0.17906675264284552,109.86328125
12,600.0,philtrum,-2.293977119384292,125.9765625
12,600.0,left upper lip,-0.1937386278343961,68.84765625
